query,intent
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas faltas injustificadas tengo en lengua?,attendance
¿Cuántas veces he llegado tarde este mes?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas faltas puedo tener antes de que afecte mi calificación?,attendance
¿Cómo puedo justificar una falta en la clase de matemáticas?,attendance
¿Cuántas asistencias necesito para no tener problemas de promoción?,attendance
¿Qué consecuencias hay por llegar tarde a la clase de ciencias?,attendance
¿Dónde puedo consultar mi historial de asistencias y faltas?,attendance
¿Es posible recuperar una falta si presento una justificación válida?,attendance
¿Qué sucede si acumulo un determinado número de tardanzas en la materia de inglés?,attendance
¿Cómo puedo reportar una falta a la coordinación académica?,attendance
¿Qué medidas se toman en caso de tener un alto índice de faltas en educ,attendance
¿Cuántas asistencias llevas en el mes?,attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas tardanzas puedo tener antes de tener consecuencias?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Cuántas faltas injustificadas tengo en el período actual?,attendance
¿Cuántas asistencias mínimas debo cumplir para aprobar la materia?,attendance
¿Cuántas faltas puedo tener antes de tener que rendir una evaluación de recuperación?,attendance
¿Cuántas faltas puedo acumular antes de ser suspendido?,attendance
¿Cuántas faltas se permiten por semestre en la escuela?,attendance
¿Cuántas asistencias me faltan para cumplir con el mínimo requerido?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo acumuladas en educación física?,attendance
¿Cuántas llegadas tarde me permiten en química antes de tener consecuencias?,attendance
¿Cuántas faltas justificadas puedo tener en literatura este semestre?,attendance
¿Cuántas tardanzas se consideran como falta en geografía?,attendance
¿Cuántas asistencias mínimas son necesarias para aprobar en biología?,attendance
¿Cuántas faltas se permiten en arte antes de ser llamado al consejo de disciplina?,attendance
¿Cuántas llegadas tarde son permitidas en música antes de recibir una sanción?,attendance
¿Cuántas justificaciones de tardanza se pueden presentar en historia antes de afectar la calificación?,attendance
¿Cuántas falt,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas tengo en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de recibir un castigo?,attendance
¿Cuántas asistencias son necesarias para aprobar el curso?,attendance
¿Cuántas faltas justificadas tengo permitidas en el trimestre?,attendance
¿Cuántas faltas acumuladas tengo en biología?,attendance
¿Cuántas tardanzas puedo tener en una semana antes de ser llamado por la dirección?,attendance
¿Cuántas faltas tengo en total en el semestre?,attendance
¿Cuántas asistencias he registrado en química hasta el momento?,attendance
¿Cuántas faltas me quedan antes de ser expulsado del curso?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Puedo tener alguna falta justificada en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de tener alguna consecuencia?,attendance
¿Qué sucede si acumulo demasiadas faltas en química?,attendance
¿Cómo puedo justificar una falta en biología?,attendance
¿Es posible recuperar una asistencia perdida en geografía?,attendance
¿Cuántas faltas justificadas puedo tener en literatura este mes?,attendance
¿Qué medidas se toman si acumulo muchas tardanzas en historia?,attendance
¿Cuál es el límite de faltas permitidas en inglés?,attendance
¿Puedo recuperar una falta justificada en educación cívica?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo acumuladas en educación física?,attendance
¿Cuántas veces he llegado tarde a clase de ciencias esta semana?,attendance
¿Cuántas faltas puedo tener antes de tener problemas con mi promedio?,attendance
¿Cuántas asistencias necesito para mejorar mi calificación en lengua?,attendance
¿Cuántas faltas justificadas puedo tener en un trimestre?,attendance
¿Cuántas tardanzas puedo acumular antes de recibir una sanción?,attendance
¿Cuántas faltas son permitidas antes de tener que presentar una justificación?,attendance
¿Cuántas asistencias son obligatorias para aprobar el curso?,attendance
¿Cuántas faltas injustificadas puedo tener antes de ser suspendido?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas llevo acumuladas en educación física?,attendance
¿Cuántas tardanzas puedo tener sin consecuencias?,attendance
¿Cuántas asistencias son necesarias para aprobar la asignatura?,attendance
¿Cuántas faltas puedo tener antes de ser sancionado?,attendance
¿Qué sucede si acumulo demasiadas tardanzas en una semana?,attendance
¿Cuál es el procedimiento si tengo una falta injustificada?,attendance
¿Cuántas faltas justificadas puedo tener en un trimestre?,attendance
¿Cómo puedo recuperar una asistencia perdida?,attendance
¿Qué sucede si llego tarde a clase más de una vez al mes?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas acumuladas tengo en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de ser sancionado?,attendance
¿Cuántas faltas justificadas puedo tener en un mes?,attendance
¿Cuántas faltas me quedan antes de perder la materia?,attendance
¿Cuántas asistencias necesito para recuperar el promedio?,attendance
¿Cuántas faltas tengo en total en el periodo escolar?,attendance
¿Cuántas faltas consecutivas puedo tener antes de ser expulsado?,attendance
¿Cuántas tardanzas tengo en lo que va del semestre?,attendance
¿Cuántas faltas tengo en la materia de ciencias sociales?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas tengo en total este mes?,attendance
¿Cuántas faltas me quedan antes de perder el derecho al examen final?,attendance
¿Cuántas tardanzas tengo permitidas en la materia de ciencias?,attendance
¿Qué sucede si acumulo más de tres faltas en la clase de educación física?,attendance
¿Puedo recuperar una falta si presento un justificante médico?,attendance
¿Cómo puedo justificar una falta por motivos personales?,attendance
¿Se consideran las tardanzas como faltas en esta asignatura?,attendance
¿Cuál es el porcentaje de asistencia mínimo requerido para aprobar el curso?,attendance
¿Qué consecuencias,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Puedo recuperar una falta en educación física?,attendance
¿Cuántas tardanzas puedo tener antes de tener consecuencias?,attendance
¿Cuántas faltas justificadas puedo acumular en el semestre?,attendance
¿Cómo puedo justificar una falta en biología?,attendance
¿Puedo compensar una falta con trabajo adicional?,attendance
¿Qué sucede si acumulo demasiadas faltas en química?,attendance
¿Cuántas faltas puedo tener antes de ser sancionado?,attendance
¿Es posible recuperar una falta por enfermedad?,attendance
¿Cómo puedo saber cuántas faltas tengo en geografía?,attendance
¿Cuántas asistencias tengo en matemáticas?,attendance
¿Cuántas faltas puedo tener antes de perder el derecho a examen?,attendance
¿Cuántas tardanzas son permitidas en la materia de ciencias?,attendance
¿Cuántas faltas justificadas puedo tener en educación física?,attendance
¿Cuántas asistencias mínimas debo cumplir para aprobar la materia de inglés?,attendance
¿Cuántas faltas tengo acumuladas en la materia de geografía?,attendance
¿Cuántas faltas puedo tener en un mes sin consecuencias?,attendance
¿Cuántas faltas justificadas puedo presentar en la asignatura de historia?,attendance
¿Cuántas tardanzas puedo tener en la materia de arte antes de ser sancionado?,attendance
¿Cuántas faltas me quedan antes de tener que,attendance
¿Cuántas asistencias tengo en el curso de matemáticas?,attendance
¿Cuántas faltas puedo tener antes de perder el crédito en la materia de ciencias?,attendance
¿Cuántas tardanzas se permiten en la clase de educación física?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre en el curso de literatura?,attendance
¿Cuántas inasistencias tengo en la materia de inglés?,attendance
¿Cuántas faltas acumuladas tengo en la asignatura de geografía?,attendance
¿Cuántas tardanzas son consideradas como falta en la clase de historia?,attendance
¿Cuántas asistencias mínimas debo tener para aprobar el semestre en educación cívica?,attendance
¿Cuántas faltas me quedan antes de ser suspendido en la materia de arte?,attendance
"Claro, aquí tienes algunas preguntas relacionadas con asistencias, faltas o tardanzas:",attendance
¿Cuántas faltas tengo acumuladas en matemáticas?,attendance
¿Cuántas asistencias mínimas necesito para aprobar la materia?,attendance
¿Cuántas tardanzas tengo permitidas antes de recibir una sanción?,attendance
¿Cuántas faltas justificadas puedo tener en el trimestre?,attendance
¿Qué consecuencias hay si acumulo demasiadas faltas en una asignatura?,attendance
¿Cuántas asistencias perdí la semana pasada?,attendance
¿Cuántas tardanzas tengo en total en el mes?,attendance
¿Cuántas faltas tengo en promedio por semana?,attendance
¿Cuántas faltas justificadas puedo tener sin que afecte mi calificación?,attendance
¿Cuántas faltas me,attendance
¿Cuántas asistencias tengo en matemáticas hasta ahora?,attendance
¿Cuántas faltas puedo tener antes de que afecte mi calificación en biología?,attendance
¿Cuántos minutos de tardanza son permitidos antes de considerarse ausente en educación física?,attendance
¿Cuántas faltas justificadas puedo tener en química este mes?,attendance
¿Cuántas asistencias mínimas debo tener para poder presentar el examen final de literatura?,attendance
¿Cuántas faltas acumuladas tengo en geografía este trimestre?,attendance
¿Cuál es la política de tardanzas para la clase de historia?,attendance
¿Cuántas faltas injustificadas puedo tener antes de ser suspendido en la materia de inglés?,attendance
¿Cuántas faltas se permiten en total durante el semestre en la asignatura de,attendance
¿Cuál es el límite de faltas permitidas en esta materia?,attendance
¿Cuántas asistencias se requieren para aprobar esta asignatura?,attendance
¿Cuántas faltas he acumulado hasta ahora en este trimestre?,attendance
¿Cuántas faltas puedo tener antes de que afecte mi calificación?,attendance
¿Es posible recuperar una falta con trabajo adicional?,attendance
¿Qué consecuencias hay por llegar tarde constantemente a clase?,attendance
¿Cómo se justifican las faltas por enfermedad?,attendance
¿Se puede acordar un plan de recuperación por faltas justificadas?,attendance
¿Cuál es la política de la escuela respecto a las asistencias y faltas?,attendance
¿Qué medidas se toman si se excede el límite de faltas permitidas?,attendance
¿Cuántas asistencias he registrado en matemáticas este mes?,attendance
¿Cuántas faltas tengo acumuladas en educación física?,attendance
¿Cuántas veces he llegado tarde a la clase de ciencias este trimestre?,attendance
